,price
3109,5249004.5
843,4999978.8
1987,2498990.0
5518,5499974.7
6229,4499988.0
1714,7499965.600000001
383,6499975.0
1538,5149985.37
211,2649984.0
3388,5799989.100000001
7863,2601000.0
1957,3149969.88
7332,5699965.800000001
2438,8599988.4
2727,7558995.1
4685,10949955.0
6105,6299973.899999999
1349,5489988.0
6557,4899972.4
4110,6549998.5
3580,7399960.4
6355,3799991.0
680,1799998.4
180,2489982.0
7623,8649997.8
4550,10299940.0
7402,8099982.0
6154,5299982.4
278,2999985.5
3855,6189944.199999999
3319,8499972.1
3252,9199990.0
2518,7199996.800000001
2480,6838997.699999999
289,3349995.0
3075,8339975.0
4996,11799966.64
4336,11098980.0
6027,6999984.0
993,4989996.0
3235,9271023.200000001
2236,4499992.0
7989,5411241.74
39,2848979.2
7809,4498313.600000001
5833,5999974.8
7570,13499972.64
2754,7599997.800000001
6424,4899978.0
5041,10299998.4
270,2800000.0
3892,4999968.0
2883,8739973.6
6549,5549998.5
7519,10500000.0
6724,5999972.0
7214,9000000.0
6904,7599984.0
6858,6699980.0
111,2199995.1
3218,9199971.0
1391,5899984.2
2600,5849997.600000001
220,2899997.1
7211,9199976.7
4834,8949971.8
3973,7799999.9
7136,6960000.0
83,1949995.2
873,5100000.0
7423,8899920.0
5021,10999970.04
461,4600000.0
7048,6999993.0
7491,10499970.0
551,1649995.2
4537,10699973.0
2374,4999995.0
7867,4499996.8
5382,4899992.5
2246,4249997.5
7541,8499952.0
4562,9998985.5
2450,7759999.999999999
2329,4350000.0
6723,5099980.6
2146,2950000.0
5718,5999972.0
6511,4499987.100000001
7851,2800000.0
650,4289997.600000001
7532,11499954.799999999
708,2399995.2
6851,5749972.8
4275,8489960.0
4375,9899941.5
4194,8298991.0
3063,8499992.299999999
5384,4299974.4
3349,3749992.8
1424,5849996.0
1216,6699991.0
6312,4099994.4
1924,7349990.4
104,1652990.0999999999
1064,5299971.600000001
3786,6849999.0
314,3259985.7
1289,5989986.0
4461,8199991.8
1427,5279995.199999999
4626,10499931.799999999
6310,4399995.6
3129,9439990.0
5759,6149969.100000001
6486,4899979.3
3008,8900000.0
6632,5489976.0
1105,5699980.0
7707,6349985.0
5906,6699966.0
4939,13499968.799999999
8008,5199990.0
4352,10999986.299999999
684,2099990.5
7351,6499964.399999999
5166,7149968.4
2765,8483975.0
5753,6349968.800000001
6179,4589982.0
4949,12999968.399999999
3682,5989962.38
7341,7749963.1
6996,3349990.8000000003
6245,3698996.0
2451,7489988.100000001
4112,7499973.800000001
5492,5649984.0
3824,7299996.0
326,3149980.0
2652,5989999.4
6702,2199990.0
7753,6749995.0
2176,2850000.0
4411,8989990.799999999
4746,9599975.0
6937,5999983.2
3318,8699985.0
5366,4499990.4
7182,8499993.6
4303,8499960.0
2787,8400000.0
6216,4549990.0
4195,8299969.5
1676,6149994.0
7222,8400000.0
348,3899986.0
5858,6499984.0
3226,9499974.0
4394,9509952.0
5591,5499000.0
1626,6599985.0
7790,5649982.0
2503,6999984.0
5791,5499976.0
2369,5099999.0
871,4989972.0
4709,11249988.4
2217,3599992.2
7813,4499989.2
2218,4699992.0
3326,8599990.0
6933,2999982.4
3583,7999000.0
7659,7099983.0
5379,4989992.8
2121,4099995.1799999997
5064,9898960.5
136,799993.2
6287,2300000.0
85,1620000.0
6681,5199999.0
1877,7499970.36
2801,7899990.0
3671,6099984.39
7563,14198972.1
6969,4089995.6999999997
2640,6499992.0
6862,5999986.8
7335,6899949.5
2880,8499985.899999999
7710,5599986.0
494,4099971.6
2019,2749992.0
6038,6999993.0
2525,6999978.7
4816,9499940.0
4105,7499980.0
6200,4149988.17
5913,6499980.0
1270,5949982.999999999
4463,8249964.600000001
7015,3649996.5
2895,8649986.200000001
6189,4599985.2
6624,5499990.0
618,3999982.5
6860,6199979.0
3425,7999968.800000001
4442,8799958.799999999
4852,9599948.9
7380,7948950.0
4373,10199932.0
4041,8299957.699999999
4782,8989955.0
1413,5499977.5
2201,4050000.0
2001,2299981.0
7295,6949980.0
869,4949991.2
2358,4599988.0
2006,2749994.0
3090,8999973.3
2321,3550000.0
5565,4949969.8
356,2199997.1999999997
1162,5999975.7
6096,6399993.600000001
3064,8149996.800000001
7511,11449957.0
3161,9199995.4
3770,6699950.399999999
5484,6000000.0
5061,9719957.0
2607,5849990.399999999
7897,4900000.0
1890,7900000.0
579,5049993.0
2319,3949988.0
4332,11599981.600000001
7105,6799998.2
3563,8498952.0
1691,2299998.0
862,4649978.699999999
5877,5699979.600000001
4950,12999984.0
2380,5049987.8
2378,9399990.0
6954,4949994.0
3792,7349994.3
5588,5500000.0
5665,5499984.0
3306,8699988.200000001
6212,4320000.0
3499,10038943.700000001
4397,9299980.799999999
1116,5900000.0
1541,5949997.7
6080,6699992.0
6174,5099992.01
7371,8149958.1
6238,4199990.5
7998,4899984.0
5422,6299990.4
6400,4599984.0
3661,6799985.5
5816,6999974.399999999
5371,5149980.0
5234,6099985.0200000005
7846,3100000.0
3365,4199995.6
5808,5849998.0
2500,5949983.0
7085,6000000.0
4505,9649982.0
7107,6390000.0
4290,8799992.7
7118,5699986.2
7879,3450000.0
3809,7499965.0
4367,10299984.0
7095,5499984.0
5137,7949100.0
7632,7999997.0
4264,9098995.0
4730,10499970.0
6796,5799984.899999999
5337,4998988.8
7678,4799977.2
3667,5799986.2
2052,6299983.199999999
7716,6199966.609999999
1776,7499991.600000001
6805,6199999.399999999
3313,8494994.0
4925,13932000.0
2536,6799989.6
5764,6099993.9
4475,7999995.600000001
1592,6899993.100000001
1723,2149991.5
3509,9679953.0
6276,2999998.6
4173,8499958.2
2611,5498990.0
6842,5209996.0
5462,6249993.0
490,4170000.0
6740,3299985.0
3483,10699975.0
3431,7489998.24
4148,7599938.0
5067,9414990.0
25,3099980.0
7131,4644486.0
2409,8799998.2
3270,2899988.0
1552,6149980.800000001
6849,6099966.0
6639,4649975.8
3871,5499948.8
3402,5259983.699999999
979,3589974.6999999997
2655,7749984.0
1847,7499988.0
7428,11889948.0
5527,5199980.4
6694,2899989.0
6595,5199988.800000001
4751,9479995.0
1102,5919977.9
3276,8749992.3
4860,10189962.0
7223,8300000.0
7836,3399991.2
3996,7499959.600000001
194,2649985.0
643,4449973.5
3285,8499975.9
3116,4699987.5
3575,7498977.5
6573,4899984.0
2207,4989999.5
3718,7149982.0
972,5099971.8
719,2249996.0
7172,8500000.0
3896,5299982.5
2803,8189984.0
2566,6699994.7
4025,7999970.0
32,3149984.0
6309,4094000.0
4063,7998977.2
6467,4499996.8
1697,7599996.0
2792,7899983.2
2222,3599998.5
3764,6599994.0
3866,5719950.0
6065,6199980.0
6454,5699979.38
5629,5399983.0
4671,11249955.5
3758,6998985.0
5345,5199969.600000001
3227,9498991.0
5630,5499995.0
3904,5789991.9
2277,3150000.0
7592,11499971.2
1401,5999957.2
739,2099988.0
4908,12282996.0
7739,4999995.0
6481,5199999.0
5737,6199995.0
4284,8898956.0
4520,10056000.0
674,2349989.4
4535,9999975.0
3841,6519980.5
1815,7849980.0
7997,5289988.8
7760,6689985.399999999
6854,7298973.0
4817,8498982.299999999
2100,5099990.0
6752,2649990.0
2101,4950000.0
4593,9199992.6
1548,5949990.0
7315,8699982.0
3323,8500000.0
7837,3135000.0
355,2249999.7
1461,6299974.8
7101,6810000.0
3220,9499974.0
5725,5998989.3
6514,4489996.600000001
1751,7498960.0
5261,5900000.0
4995,11899985.0
1772,7499976.0
1196,5899977.600000001
1878,7659997.739999999
2668,5299997.1
7994,5199984.7
2016,2599992.0
2005,2999970.0
3893,4776975.0
3237,9099979.5
2078,6266816.5
396,5948999.1
2788,7999974.800000001
4708,11199943.399999999
4072,7999974.800000001
5625,5399989.8
4769,10989946.799999999
1519,5199994.0
6900,7389996.2
1378,6149977.8
1023,5999980.0
2587,5199997.5
5023,10999984.799999999
2857,7499980.0
5459,5998996.0
1629,6348992.0
3523,9199995.5
6977,3719989.0
3607,6998961.6
7153,6799990.999999999
234,2199977.0
6528,5249983.489999999
3796,7889973.0
4118,7499962.4
3800,7619991.600000001
4961,12899980.799999999
5904,6699981.899999999
1948,2699992.8000000003
7119,5499992.7
4965,12663000.0
3492,10899952.0
2671,5200000.0
6672,5100000.0
2224,3398983.4
1106,6099984.0
6607,4999995.74
818,3999993.5
6244,3589990.04
6176,4599990.0
7110,7699983.199999999
888,5299000.0
2437,8499992.600000001
817,4098976.0
3414,6047989.0200000005
2341,4899999.5
6583,4999984.8
3167,9008993.6
5923,6794985.7299999995
7880,3149994.4699999997
1264,5999993.999999999
7390,7849988.0
5785,5499989.0
7127,4849988.399999999
1228,6549969.2
4793,11699968.0
52,2299995.8
4823,9294400.0
5661,5799994.5
159,2749971.5
4962,12799976.0
1587,7300000.0
1589,7099970.8
4639,10799989.8
6488,5199997.2
5054,9999970.9
3858,5999976.0
6766,2099994.0
2828,8250000.0
436,5249979.0
6274,2300000.0
3878,5604972.8
1588,6699991.2
2780,7989993.0
6516,4949991.44
5911,6749989.4
5897,6599973.0
973,3479992.0
1238,6299981.0
2951,8699988.0
2342,3150000.0
7468,10199936.100000001
6846,5599980.0
1497,5849965.8
4257,9499939.200000001
2422,8499990.4
7112,6299983.2
7703,6489974.0
6903,7199996.4
2092,5479999.0
2015,2699998.0
6630,5099998.2
5846,6799973.3
187,2579966.0
4529,8939996.1
3655,6289955.800000001
3426,7899987.0
4743,10799976.799999999
1381,6199985.0
4907,14900000.0
413,6099979.899999999
3336,3399993.5999999996
3606,6949983.6
7509,10989955.200000001
5842,5949970.0
6930,2589994.0
256,3150000.0
7958,5389982.0
7854,2249995.0
2235,3398998.4
1767,7499997.4
4236,8499960.0
6579,4942344.0
1572,6900000.0
24,3079986.0
6337,3649996.0
1088,4849997.600000001
2694,4499995.199999999
4985,11799974.0
3398,5999982.399999999
3559,8399980.2
6772,2489994.0
2841,8499978.0
2311,3999996.0
5575,5299998.9
7609,9999990.0
4152,7249956.0
1309,5299959.0
695,2139993.9
4401,9489958.0
3752,6999971.0
1227,6299972.640000001
1999,2272989.04
276,3049966.4
4467,7999992.0
4668,10498993.2
6353,3646827.33
7122,4650000.0
5428,6799974.0
7547,9699953.4
7976,5249976.859999999
7954,4600000.0
1137,5799964.8
2767,7899991.0
5377,4379986.0
7113,7259986.0
942,3899992.5000000005
6459,5700000.0
3935,3789977.0
2384,9099996.799999999
115,2349986.2
5603,5799997.5
7969,5149995.899999999
3119,9500000.0
4258,8799992.0
4424,9249984.0
5767,5989988.8
2819,8499983.700000001
3822,6799972.2
6673,5349991.1
6426,4500000.0
3802,7199951.4
3536,8948984.8
3825,6589980.0
6753,2700000.0
1946,3080000.0
4705,11199960.0
3488,10499981.399999999
1610,6269995.5
6226,4249989.9
2194,1560000.0
5255,5999993.999999999
557,1649992.8
7215,8600000.0
1207,5660000.0
4640,10899937.6
4814,9349959.2
1510,5499984.0
3829,7299997.2
3732,7600000.0
5230,6399965.699999999
3211,8699969.9
3630,6699987.0
6370,3400000.0
5478,5249980.8
266,2699999.3000000003
1140,5900000.0
3162,9199980.0
5698,5489976.600000001
7361,5889993.0
1909,7699958.1
4813,7999978.0
6837,5559982.6
656,2599995.3000000003
5678,5749990.4
5149,7236900.0
998,4769981.0
4886,10598992.0
2834,8000000.0
6812,5799981.0
1237,6099968.000000001
6676,5249985.0
5861,6499976.0
6125,6297968.0
2186,2849994.0
1134,5999997.4
1303,5499000.0
1627,6949961.0
5170,6811610.000000001
1522,5499968.2
358,7049984.0
138,3399987.0
299,2929996.0
1556,6149980.800000001
382,6649973.0
5547,4999990.0
4588,9250000.0
6378,3099991.5
5825,5599995.0
6122,6299995.0
6483,5199990.3
5528,5149999.0
6884,7169990.0
2721,7808478.199999999
1932,3199968.0
4881,10619985.6
7204,8299993.500000001
7247,3389994.4
4163,8299971.9
6383,4850997.0
3807,6999989.999999999
6848,6199992.399999999
6487,4949995.4
4154,6699966.0
4172,8329980.8
796,4099968.0
2416,8799991.200000001
785,3049980.0
3158,8899980.0
123,3599988.0
2172,2700000.0
7727,5995979.4
7367,8199994.399999999
4340,11499919.0
910,5199978.0
2309,4200000.0
7500,10799988.549999999
3634,6298985.6
1257,2950000.0
1178,6099975.600000001
3650,5849979.1
442,5099987.2
6150,5589984.0
1399,5919995.0
1457,6499985.5
4945,12999951.0
1054,5499989.8
3275,8645290.5
6152,5500000.0
3699,7399967.399999999
3759,6699998.399999999
929,5099964.6
5679,5499984.0
1829,2099983.2
6793,5598972.0
4221,8149939.600000001
7346,7099971.600000001
6453,5349991.4799999995
5769,6198970.4
2011,2749974.8000000003
6081,5900000.0
5456,5799976.0
7681,5799991.98
2606,5699991.0
3264,9249995.4
6063,6949995.0
5329,5149979.399999999
6,6900000.0
2980,7999992.0
3361,3599990.4
1943,2849977.2
4897,12598997.1
7373,8199990.0
7771,6499975.0
6637,4799998.5
5141,7734986.699999999
7369,7899996.0
3134,5349986.5
5102,8332476.340000001
2242,4249992.0
1474,6299978.0
5953,4849995.149999999
1889,7900000.0
3435,7549961.4
4993,11899985.0
3705,6298978.0
2021,2598984.0
4020,6499984.199999999
6308,4211746.76
6082,6399965.999999999
7205,8299984.0
2658,5349991.5
1130,5649977.399999999
4840,9299989.0
7255,5499993.6
4921,14099976.9
4318,8399976.0
7422,8999977.5
4144,7549952.0
1236,3299987.2
7755,6789997.5
7198,7700000.0
2282,2949991.2
5441,6499975.999999999
7444,9999998.3
4093,7499949.8
7744,6099996.0
7146,7041400.0
386,6399987.0
1628,7099996.0
3585,7599974.9
2714,7160984.499999999
4726,9899960.200000001
5710,5349983.8
7013,3899989.6
3189,9149985.0
4305,8849967.0
909,5349968.4
6059,6999994.2
1866,3149984.0
1842,7624980.0
2497,5889988.5
6561,4749984.0
5198,6300000.0
5077,9202000.0
4006,6498992.0
2702,5025000.0
6590,5400000.0
331,3049974.0
4706,11299965.0
4731,9999990.0
2459,7989993.0
1774,6999975.0
4994,11899985.0
5245,6299975.0
2686,4999980.0
6759,2289996.0
6873,5199990.0
5592,5100000.0
5895,6699967.5
6175,4599980.0
6128,6899996.6
6813,5199975.0
6034,6499995.5
173,2586000.0
3321,8668993.2
4660,11399979.55
3372,4799989.0
3311,8899981.200000001
7483,8699955.200000001
6924,6634000.0
6285,2349990.0500000003
6859,6599961.3
3403,5989995.0
18,3149969.5999999996
3691,6999980.0
6053,6499976.6
4096,7089990.600000001
3628,6769952.0
6346,3300000.0
2174,2799997.5999999996
1356,5999988.6
4862,10148984.6
7265,5758552.8
3112,4699987.5
182,2549966.0
6262,3314988.0
6339,3699996.0
1812,2889975.0
7429,8699985.6
1800,2699980.8
2429,8250000.0
6190,4499988.48
4937,13319955.26
6917,3079989.0
5584,5149999.0
7059,6817590.0
7636,7869972.0
1159,6399978.8
1213,6499980.0
1325,5399988.0
4938,13599966.75
1455,6600000.0
4700,11248993.000000002
6134,5999976.5
1644,6559995.0
2140,3250000.0
4536,10199960.0
4457,8599991.27
6473,4449981.7
4378,9999995.5
729,2599992.9
4357,10499989.5
1936,3192000.0
3793,7299974.5
7474,9699991.0
6910,7389969.0
5720,5769990.0
1110,6199979.0
6510,4699982.0
2998,7399998.63
2394,8999974.799999999
1185,5799989.0
2007,2674980.0
193,2999997.7
6404,4200000.0
578,4999977.6
771,3699990.0
2395,8999970.5
7930,4699987.2
1846,2679996.0
6703,2300000.0
4274,8599991.4
3740,7481966.808
4600,8599984.0
5148,7549975.4
5325,5098980.0
2073,6299999.100000001
1896,7889967.0
5901,6499993.2
3659,6499980.0
2379,9300000.0
1447,6699966.0
342,2189986.5
7067,6644490.6
2527,7064358.399999999
727,2599998.0
4577,9999990.0
976,4999962.1
5654,5699998.0
3516,9499995.6
5239,7289992.84
7684,6099975.7
3940,3699961.6
1299,5639985.5
7356,6949968.0
660,2489988.6
1492,5989984.0
5397,4699989.0
5578,4949969.8
5864,5949990.0
2315,3649996.5
7436,11449968.0
7376,7989984.0
1085,5099967.899999999
7740,5000000.0
3198,8649982.600000001
5426,5599992.0
5440,6249999.0
67,1949994.8
6369,4998991.2
2269,3649996.0
5660,5549977.600000001
4832,9449953.2
6315,4374994.62
3447,7699963.0
2367,9499979.299999999
4767,10552967.4
5354,4989997.6
2512,7189993.2
2723,7799997.8
6824,6999968.800000001
5931,5449973.76
1143,4999986.4
7601,10799980.4
4763,11399936.4
6871,5599997.199999999
4970,12499972.379999999
3789,7299977.5
2220,4989981.2
2331,3549992.5999999996
4890,8479989.0
6083,6199988.3
7035,7199986.4
4088,7299973.8
1967,2757976.0
6957,4799990.0
7397,8289997.6
4365,10198980.0
423,5599976.0
6941,6346982.399999999
1904,6849994.5
7269,5602480.8
3917,4499995.5
3618,6499988.3
839,4289994.0
4596,8929986.3
4928,13989996.0
141,3189973.1999999997
7668,6298990.2
1377,5549995.0
3674,5499984.0
7996,4989991.09
7847,2784000.0
3808,7099000.0
1138,5799997.4
2257,3749993.0
1787,2599988.5
3938,4184966.9
5195,6989965.44
7374,7899962.0
459,4600000.0
7324,6999993.0
948,3999991.1999999997
3700,6299955.2
1336,5599986.0
4628,10889989.5
6380,4249998.5
1602,6889979.5
2238,4399995.6
639,2794991.0
7728,5599989.5
3830,6789962.9
5244,7149993.5
7203,7950000.0
7164,7999989.600000001
1070,5599965.0
155,2999980.2
2295,4549986.0
5111,8154000.0
4578,9498970.0
1089,4799992.5
2940,8800000.0
6775,2989998.0
4384,9599964.6
930,4499987.600000001
2909,8949965.4
5159,7153721.760000001
7348,6998969.6
3247,9499987.0
7277,6199993.7
5954,4789976.4
5876,6799975.08
7098,5899996.9
6918,7489967.100000001
7465,8989974.0
1698,7350000.0
7536,8100000.0
7962,5149989.5
5794,6199986.1
3831,6399965.0
7300,10999980.0
7289,6499987.2
985,5099974.0
1821,7699980.0
7045,6499995.0
587,2219993.6
7637,7399967.4
5564,5099987.2
7294,3099999.0
7957,5399994.5
5091,8649994.8
6638,5100000.0
3557,8099977.8
1395,5749966.0
264,2649990.0
3547,9149954.0
5140,7599996.0
7312,9699960.0
5662,5899963.0
3864,5969997.6
6651,4616982.0600000005
2400,8949984.0
7865,2755500.0
3711,6229996.8
246,3349987.2
1594,6899992.0
7782,6949980.0
5419,6699975.3
923,5198996.0
4963,12684993.75
7440,10399992.0
669,2189993.0
3604,6849984.0
1910,7699957.199999999
6524,4499995.5
3958,6499958.5
2696,4449991.0
2591,5199007.5
1781,7199995.8
3013,8999983.2
2307,4200000.0
6348,2899997.1
3690,6499963.8
687,4289984.0
612,4499970.0
3200,8999977.700000001
2267,3549998.0000000005
7676,5999983.5
6092,6498990.0
1898,7299981.000000001
5072,9249984.0
258,3099992.6
2924,8799995.100000001
2822,8499999.7
3339,8779987.8
3525,9499974.0
4563,10099978.0
2285,3648988.0
6770,1950000.0
484,4199973.9
2211,4649999.7
6543,5689992.0
2555,6099991.0
7,3300000.0
3657,6149996.7
6791,4999991.0
4402,9559980.0
2426,8599991.4
1814,2989998.0
2274,3299992.8
1011,5498976.0
5427,6499987.5
1067,5149986.399999999
1991,2899998.0
3970,6998972.4
5701,5399971.399999999
6983,3499993.1999999997
3867,5999987.0
7149,7499992.5
3048,8599969.200000001
781,3549981.6
7770,5999976.0
1749,7720000.0
2791,7999980.0
1091,6099995.600000001
7627,8499960.0
6773,2799997.4
6822,6499984.0
6501,4949997.44
2608,6101986.800000001
6570,5099978.0
2290,4699991.2
1727,1979983.4
610,4299980.100000001
4666,11250000.0
343,3899973.6
6269,2699998.0
6250,3249993.0
3750,7819956.0
5738,6599974.5
6993,5199990.0
3215,8599988.6
97,1999984.7999999998
5039,10299982.0
1537,5599984.0
3588,7150000.0
3648,6000000.0
6922,7099979.600000001
5939,5149985.4
1517,4999995.0
7052,5899992.0
4624,10499996.799999999
4272,9299937.6
3669,6549985.800000001
2090,5199990.0
572,4399990.4
7284,7999968.800000001
6072,6449973.5
6653,5599984.0
3062,8289990.0
5082,9322992.0
5804,5799976.0
7481,8999991.0
5194,7000000.0
5365,5249974.0
4479,8699992.0
370,6899984.3
1938,6699985.5
5673,5899986.399999999
7040,6649987.5
3670,6099975.0
3652,6299996.4
2361,9499989.3
4260,9199968.0
4998,11799964.799999999
7220,8700000.0
3737,7499994.800000001
4942,13236958.079999998
6932,2860000.0
5563,4599985.5
1171,6099993.5
5221,6199985.0
1422,7199973.0
7189,8399998.4
7053,5989984.0
5267,5749995.6
874,5149973.4
2297,3999995.9999999995
2643,6399999.9
6986,3143995.4
840,4498984.6
581,1899996.0
204,2799982.0
1641,6949987.2
2014,2800000.0
3253,9399998.0
5460,6199993.8
905,5449982.399999999
631,3798976.0
5687,5499989.0
6901,7298979.100000001
1974,2989999.6
162,2859998.0
5472,6199972.8
7197,7999987.5
5103,8269975.0
4713,11100000.0
875,4949982.0
1431,6899977.800000001
4643,10558990.0
6747,3199983.8
5009,11499957.0
5100,8512742.52
2856,7499997.399999999
1861,3099969.6
2659,5600000.0
3384,5999997.0
7353,7098975.0
7670,6199977.52
5304,4699968.8
4733,9749992.0
3331,8999976.0
6553,5149989.18
6030,6795360.0
5590,5899976.399999999
2096,5499994.5
2003,3049993.4
6671,5200000.0
546,1779992.2000000002
1449,6699000.0
5557,5100000.0
2610,5499984.0
1900,8299980.4
7212,8899991.1
2757,7712473.9
1885,7749972.0
7737,4906982.64
2097,5099989.399999999
6970,4238000.0
7196,7199999.1
836,4999987.2
3471,3499994.0
4697,10899994.0
7580,12499961.5
2171,2700000.0
6886,6600000.0
6821,5700000.0
398,5850000.0
2010,2699977.5
7690,5899994.100000001
1283,6099966.0
5653,5949977.399999999
5859,6149997.0
4256,9399949.299999999
1836,2100000.0
1019,5749999.600000001
1326,5599976.9
7072,6413998.600000001
475,3999996.0
2810,8549991.0
6019,6799989.000000001
1651,6659972.0
7432,11549949.6
6847,6099975.0
2528,6800000.0
1206,6699980.0
5212,6499970.399999999
7097,6029990.100000001
6166,4800000.0
5057,9641600.0
867,4599995.4
2974,7999998.34
541,1769988.4000000001
1132,5399989.2
7756,6629977.199999999
6320,3849987.6999999997
3390,5799996.0
6780,4199969.5
2962,7950000.0
4155,7789968.2
3259,9000000.0
5206,5999997.92
7907,4599984.0
2583,6507486.6
2813,8499975.0
6218,4232491.600000001
6943,5500000.0
5519,5326978.0
3586,7149998.399999999
6990,2889995.6
5247,6199992.3
6817,6199986.0
2630,6549988.5
6417,5099983.8
5112,8299979.800000001
1080,5149967.2
4283,9099940.0
2085,5599995.2
2452,7649994.0
4966,12799987.2
2023,2448491.8
6468,4689990.72
6158,5098983.0
226,2899984.5
1013,4789968.0
1929,6699995.8
5657,5799983.5
1404,6979958.5
2179,4250000.0
697,3389989.8
1124,5749986.0
3895,5199984.0
1778,7199976.0
5118,8239969.5
2634,6899992.5
3489,10499956.5
1037,5349960.0
2256,3899989.6
5367,4639998.4
7915,5199978.399999999
313,3149980.5
2649,7699992.3
2281,3150000.0
7305,10699949.0
2547,6290000.0
2159,2599999.8
3137,9399973.0
6660,5199978.0
3967,7289991.0
1428,3499993.0
5690,5399979.2
2520,7199980.04
5154,7600000.0
7606,9999966.799999999
5927,6599978.0
448,4649978.699999999
5060,9399975.0
1284,6149988.4
3727,7599965.0
361,3399974.5000000005
6455,5449992.7299999995
6386,4650000.0
2460,7599985.0
22,3049992.0
2066,7849978.2
1653,6500000.0
702,2849994.0
5803,5785500.0
2743,6999978.7
1376,5989962.0
6513,4650000.0
2468,7300000.0
3754,6799993.2
2325,4000000.0
460,4999995.0
4183,8199986.0
4082,7299955.0
1486,6199988.3
3678,5739984.0
282,3099981.0999999996
4558,9899947.5
4308,8389943.1
4865,10499991.0
3537,9398987.1
5636,5099973.6
2581,6269975.6
1368,5799975.8
7226,9299990.700000001
5381,5259996.0
597,4599997.0
4351,10699926.93
6509,5000000.0
4758,11399952.3
7949,4899987.9
7545,9299990.700000001
5228,6499987.0
3468,3448998.0
5125,7789992.0
2990,7999998.8
7129,4547991.0
7852,2450000.0
2544,6330000.0
5959,6399993.600000001
6872,5599980.0
4066,7999963.4
3988,7599967.2
7733,5299982.0
685,1989988.0
7814,4449979.5
3243,9299977.5
6204,4149985.8400000003
4083,7549945.0
2837,8149986.0
3697,6989985.0
4941,13090079.93
7024,8471599.2
4040,8349991.0
2230,4699983.2
5850,6549995.199999999
2320,3780000.0
4878,6499977.0
521,2449993.0
522,2549987.4
6257,3449988.9
7466,8998967.0
6446,5399994.72
6048,6989977.8
780,3899978.0
6268,3135000.0
5432,5600000.0
651,4449973.5
5979,4539986.0
2196,2539994.4000000004
369,3333312.0
5257,5899994.5
4214,8449964.9
377,3599986.6
5637,5349985.2
2216,4650000.0
6102,6099974.0
1613,6998970.0
7190,8999997.9
3632,6350000.0
962,4989989.600000001
7210,9199970.4
7515,11299980.0
6108,7499983.399999999
5433,6499987.199999999
359,3669990.0
3839,6399981.0
5364,4699980.0
1246,3120000.0
7619,9200000.0
5087,9251058.0
3694,4998960.0
6765,2398992.0
2567,6549997.5
3423,7899985.600000001
2037,2149984.1999999997
772,3499994.8000000003
7360,5799955.2
3562,8099953.0
7578,12890000.0
7322,7149986.2
5306,4699987.5
4531,8999991.0
1674,6698998.399999999
365,3392965.8
5266,6749989.399999999
5410,5499979.52
4327,11689952.0
147,3129988.4
7935,4429984.0
3088,8259991.2
6322,4269818.74
407,5399974.800000001
7622,8949990.0
3456,3099989.2
4182,8199945.0
3576,7599963.600000001
3271,8799978.6
4940,13399982.0
1031,5500000.0
5251,6149980.8
855,4899986.0
3926,5798973.0
78,1999997.2
2247,4249997.5
5938,5048982.99
7316,9199941.4
7364,6349983.0
6202,4249999.32
5515,5149978.2
788,4349972.899999999
2279,2989998.0
4095,7139962.5
3897,5549948.6
5224,6449988.0
7488,10500000.0
3631,6589960.4799999995
6002,7418517.0
424,5599968.0
392,6189987.0
6690,5199982.5
7559,12599980.4
4200,8499991.5
2672,4990000.0
